term_id,canonical_term,entry_type,object_id,resolution_class,bounded_context,object_kind,definition,do_not_confuse_with,source_refs,notes
OBJ_OPSOVERVIEWSLICEENVELOPE,OpsOverviewSliceEnvelope,object,OBJ_OPSOVERVIEWSLICEENVELOPE,canonical_object,assurance_and_governance,record,"`OpsOverviewSliceEnvelope` normalizes trust across `NorthStarBand`, `BottleneckRadar`, `CapacityAllocator`, `ServiceHealthGrid`, `CohortImpactMatrix`, and `InterventionWorkbench`. If a slice is stale, degraded, or quarantined, the board must say so explicitly and may not let a visually healthy tile imply actionability. `renderMode = interactive` is legal only while the linked `ReleaseTrustFreezeVerdict.surfaceAuthorityState = live`, the slice still matches the current `boardTupleHash`, and `actionEligibilityState = interactive`; diagnostic-only and recovery verdicts must surface as `observe_only` or `blocked`, not as green tiles with disabled buttons added later.",,phase-9-the-assurance-ledger.md#L418; phase-9-the-assurance-ledger.md#L421; phase-9-the-assurance-ledger.md#L423; phase-9-the-assurance-ledger.md#L473,
OBJ_OPSPROMINENCEDECISION,OpsProminenceDecision,object,OBJ_OPSPROMINENCEDECISION,canonical_object,staff_support_operations,record,Explicit schema block for OpsProminenceDecision in operations-console-frontend-blueprint.md.,,operations-console-frontend-blueprint.md#L580; phase-0-the-foundation-protocol.md#L7073; phase-0-the-foundation-protocol.md#L9014; phase-0-the-foundation-protocol.md#L9200; phase-0-the-foundation-protocol.md#L9313; platform-frontend-blueprint.md#L354; platform-frontend-blueprint.md#L2653; platform-frontend-blueprint.md#L2836,
OBJ_OPSRECOVERYRUNTIMELINE,OpsRecoveryRunTimeline,object,OBJ_OPSRECOVERYRUNTIMELINE,canonical_object,staff_support_operations,other,Rules:,,operations-console-frontend-blueprint.md#L556; operations-console-frontend-blueprint.md#L564,
OBJ_OPSREDUCEDMOTIONPROFILE,OpsReducedMotionProfile,object,OBJ_OPSREDUCEDMOTIONPROFILE,canonical_object,staff_support_operations,descriptor,Explicit schema block for OpsReducedMotionProfile in operations-console-frontend-blueprint.md.,,operations-console-frontend-blueprint.md#L589; operations-console-frontend-blueprint.md#L605; operations-console-frontend-blueprint.md#L617; operations-console-frontend-blueprint.md#L620; operations-console-frontend-blueprint.md#L702,
OBJ_OPSRESILIENCEREADINESSSLICE,OpsResilienceReadinessSlice,object,OBJ_OPSRESILIENCEREADINESSSLICE,canonical_object,staff_support_operations,other,Explicit schema block for OpsResilienceReadinessSlice in operations-console-frontend-blueprint.md.,,operations-console-frontend-blueprint.md#L553,
OBJ_OPSRESTOREREPORT,OpsRestoreReport,object,OBJ_OPSRESTOREREPORT,canonical_object,staff_support_operations,other,Explicit schema block for OpsRestoreReport in operations-console-frontend-blueprint.md.,,operations-console-frontend-blueprint.md#L231; operations-console-frontend-blueprint.md#L157; operations-console-frontend-blueprint.md#L239; operations-console-frontend-blueprint.md#L514; operations-console-frontend-blueprint.md#L633; operations-console-frontend-blueprint.md#L681; operations-console-frontend-blueprint.md#L706,
OBJ_OPSRETURNTOKEN,OpsReturnToken,object,OBJ_OPSRETURNTOKEN,canonical_object,staff_support_operations,token,Explicit schema block for OpsReturnToken in operations-console-frontend-blueprint.md.,,operations-console-frontend-blueprint.md#L94; phase-0-the-foundation-protocol.md#L4987; phase-0-the-foundation-protocol.md#L9022; platform-frontend-blueprint.md#L2661; staff-operations-and-support-blueprint.md#L284; staff-operations-and-support-blueprint.md#L310; operations-console-frontend-blueprint.md#L71; operations-console-frontend-blueprint.md#L144,
OBJ_OPSROUTEINTENT,OpsRouteIntent,object,OBJ_OPSROUTEINTENT,canonical_object,staff_support_operations,other,Explicit schema block for OpsRouteIntent in operations-console-frontend-blueprint.md.,,operations-console-frontend-blueprint.md#L100; operations-console-frontend-blueprint.md#L147; operations-console-frontend-blueprint.md#L179; operations-console-frontend-blueprint.md#L190; operations-console-frontend-blueprint.md#L496; operations-console-frontend-blueprint.md#L499; forensic-audit-findings.md#L618,
OBJ_OPSSELECTEDANOMALYSTATE,OpsSelectedAnomalyState,object,OBJ_OPSSELECTEDANOMALYSTATE,canonical_object,staff_support_operations,descriptor,`OpsSelectedAnomalyState` is the local permanence record for the dominant anomaly. It keeps the primary region attached to one concrete anomaly while the rest of the board continues to update.,,operations-console-frontend-blueprint.md#L355; operations-console-frontend-blueprint.md#L358; operations-console-frontend-blueprint.md#L365; operations-console-frontend-blueprint.md#L383; operations-console-frontend-blueprint.md#L490; operations-console-frontend-blueprint.md#L694,
OBJ_OPSSELECTIONLEASE,OpsSelectionLease,object,OBJ_OPSSELECTIONLEASE,canonical_object,staff_support_operations,lease,Explicit schema block for OpsSelectionLease in operations-console-frontend-blueprint.md.,,operations-console-frontend-blueprint.md#L88; phase-9-the-assurance-ledger.md#L443; operations-console-frontend-blueprint.md#L141; operations-console-frontend-blueprint.md#L188; operations-console-frontend-blueprint.md#L383; operations-console-frontend-blueprint.md#L496; operations-console-frontend-blueprint.md#L633,
OBJ_OPSSEMANTICTONEPOLICY,OpsSemanticTonePolicy,object,OBJ_OPSSEMANTICTONEPOLICY,canonical_object,staff_support_operations,policy,Rules:,,operations-console-frontend-blueprint.md#L234; operations-console-frontend-blueprint.md#L691,
OBJ_OPSSLICEFRESHNESSSTATE,OpsSliceFreshnessState,object,OBJ_OPSSLICEFRESHNESSSTATE,canonical_object,staff_support_operations,descriptor,Explicit schema block for OpsSliceFreshnessState in operations-console-frontend-blueprint.md.,,operations-console-frontend-blueprint.md#L297; operations-console-frontend-blueprint.md#L308; operations-console-frontend-blueprint.md#L309; operations-console-frontend-blueprint.md#L492; operations-console-frontend-blueprint.md#L710,
OBJ_OPSSTABLESERVICEDIGEST,OpsStableServiceDigest,object,OBJ_OPSSTABLESERVICEDIGEST,canonical_object,staff_support_operations,digest,"`OpsStableServiceDigest` is the summary-first stable-state artifact for the overview. It acknowledges what is healthy, what still deserves watchfulness, what recently resolved, and what the operator should check next without forcing a green chart wall.",,operations-console-frontend-blueprint.md#L345; operations-console-frontend-blueprint.md#L348; operations-console-frontend-blueprint.md#L362; operations-console-frontend-blueprint.md#L385; operations-console-frontend-blueprint.md#L711,
OBJ_OPSSURFACEFOOTPRINTPLAN,OpsSurfaceFootprintPlan,object,OBJ_OPSSURFACEFOOTPRINTPLAN,canonical_object,staff_support_operations,other,Rules:,,operations-console-frontend-blueprint.md#L325; operations-console-frontend-blueprint.md#L330; operations-console-frontend-blueprint.md#L693,
OBJ_OUTBOUNDNAVIGATIONGRANT,OutboundNavigationGrant,object,OBJ_OUTBOUNDNAVIGATIONGRANT,canonical_object,frontend_runtime,grant,Fields:,,phase-0-the-foundation-protocol.md#L4085; phase-7-inside-the-nhs-app.md#L473; platform-frontend-blueprint.md#L3846; phase-0-the-foundation-protocol.md#L4968; phase-0-the-foundation-protocol.md#L5004; phase-0-the-foundation-protocol.md#L6852; phase-0-the-foundation-protocol.md#L6867; phase-0-the-foundation-protocol.md#L6892,
OBJ_OUTCOMEEVIDENCEENVELOPE,OutcomeEvidenceEnvelope,object,OBJ_OUTCOMEEVIDENCEENVELOPE,canonical_object,pharmacy,record,Explicit schema block for OutcomeEvidenceEnvelope in phase-6-the-pharmacy-loop.md.,,phase-6-the-pharmacy-loop.md#L759; phase-6-the-pharmacy-loop.md#L785,
OBJ_OVERRIDERECORD,OverrideRecord,object,OBJ_OVERRIDERECORD,canonical_object,assistive,record,Explicit schema block for OverrideRecord in phase-8-the-assistive-layer.md.,,phase-8-the-assistive-layer.md#L792; phase-0-the-foundation-protocol.md#L4977; phase-3-the-human-checkpoint.md#L777; phase-8-the-assistive-layer.md#L821; phase-9-the-assurance-ledger.md#L208; staff-workspace-interface-architecture.md#L244; phase-cards.md#L791; phase-cards.md#L826,
OBJ_PATHWAYDEFINITION,PathwayDefinition,object,OBJ_PATHWAYDEFINITION,canonical_object,pharmacy,other,Explicit schema block for PathwayDefinition in phase-6-the-pharmacy-loop.md.,,phase-6-the-pharmacy-loop.md#L293,
OBJ_PATHWAYELIGIBILITYEVALUATION,PathwayEligibilityEvaluation,object,OBJ_PATHWAYELIGIBILITYEVALUATION,canonical_object,pharmacy,record,Explicit schema block for PathwayEligibilityEvaluation in phase-6-the-pharmacy-loop.md.,,phase-6-the-pharmacy-loop.md#L115,
OBJ_PATHWAYTIMINGGUARDRAIL,PathwayTimingGuardrail,object,OBJ_PATHWAYTIMINGGUARDRAIL,canonical_object,pharmacy,other,Explicit schema block for PathwayTimingGuardrail in phase-6-the-pharmacy-loop.md.,,phase-6-the-pharmacy-loop.md#L296; phase-0-the-foundation-protocol.md#L6306; phase-6-the-pharmacy-loop.md#L326; phase-6-the-pharmacy-loop.md#L380,
OBJ_PATIENTACTIONRECOVERYENVELOPE,PatientActionRecoveryEnvelope,object,OBJ_PATIENTACTIONRECOVERYENVELOPE,canonical_object,foundation_identity_access,record,Fields:,,phase-0-the-foundation-protocol.md#L3070; phase-0-the-foundation-protocol.md#L3067; phase-0-the-foundation-protocol.md#L4961; phase-2-identity-and-echoes.md#L762; phase-2-identity-and-echoes.md#L791; phase-7-inside-the-nhs-app.md#L252; patient-account-and-communications-blueprint.md#L567; patient-account-and-communications-blueprint.md#L682,
OBJ_PATIENTACTIONRECOVERYPROJECTION,PatientActionRecoveryProjection,object,OBJ_PATIENTACTIONRECOVERYPROJECTION,canonical_object,patient_experience,projection,"`PatientActionRecoveryProjection` is the same-shell recovery frame for stale routes, expired actions, disputed external confirmation, and post-submit repair. It must keep the last safe summary and dominant recovery action visible instead of replacing the journey with a generic expired-link page. For one underlying action chain, secure-link, signed-in, embedded, deep-link, and child-route recovery must all render from the same `actionRecoveryEnvelopeRef`, `recoveryTupleHash`, and `PatientDegradedModeProjection.currentMode`.",,patient-account-and-communications-blueprint.md#L649; phase-0-the-foundation-protocol.md#L3964; phase-0-the-foundation-protocol.md#L8764; phase-7-inside-the-nhs-app.md#L564; patient-portal-experience-architecture-blueprint.md#L215; patient-portal-experience-architecture-blueprint.md#L224; patient-portal-experience-architecture-blueprint.md#L231; patient-portal-experience-architecture-blueprint.md#L320,Projection objects summarize authoritative truth and must never be mistaken for owning aggregates.
OBJ_PATIENTACTIONROUTINGPROJECTION,PatientActionRoutingProjection,object,OBJ_PATIENTACTIONROUTINGPROJECTION,canonical_object,patient_experience,projection,"`PatientActionRoutingProjection` is the typed routing envelope exported by every live CTA. It binds one patient action to one governing object, one shell return target, and one release or trust posture before the mutation gate runs.",,patient-account-and-communications-blueprint.md#L559; phase-0-the-foundation-protocol.md#L5515; patient-account-and-communications-blueprint.md#L43; patient-account-and-communications-blueprint.md#L562; patient-account-and-communications-blueprint.md#L631,Projection objects summarize authoritative truth and must never be mistaken for owning aggregates.
OBJ_PATIENTACTIONSETTLEMENTPROJECTION,PatientActionSettlementProjection,object,OBJ_PATIENTACTIONSETTLEMENTPROJECTION,canonical_object,patient_experience,projection,"`PatientActionSettlementProjection` is the patient-safe settlement view over the canonical mutation chain. It keeps local acknowledgement, processing acceptance, external observation, authoritative outcome, and quiet-return eligibility distinct so the shell cannot cosmetically complete before truth, continuity, and return posture all agree. `sameShellState = settled` is legal only when `authoritativeOutcomeState = settled` and the linked continuity evidence proves the current return posture. When `authoritativeOutcomeState = stale_recoverable | blocked_policy | denied_scope | expired | recovery_required`, the projection must point to one current `PatientActionRecoveryEnvelope`; route-local stale handling is not allowed.",,patient-account-and-communications-blueprint.md#L564; patient-account-and-communications-blueprint.md#L44; patient-account-and-communications-blueprint.md#L494; patient-account-and-communications-blueprint.md#L567; patient-account-and-communications-blueprint.md#L603; patient-account-and-communications-blueprint.md#L627; patient-account-and-communications-blueprint.md#L631; blueprint-init.md#L107,Projection objects summarize authoritative truth and must never be mistaken for owning aggregates.
OBJ_PATIENTAPPOINTMENTARTIFACTPROJECTION,PatientAppointmentArtifactProjection,object,OBJ_PATIENTAPPOINTMENTARTIFACTPROJECTION,canonical_object,booking,projection,"`PatientAppointmentArtifactProjection` binds appointment summary, attendance instructions, reminder artifact, calendar export, print view, and browser handoff to the same appointment anchor and return target. Artifact actions may not detach into a separate success or export page when the manage shell can still render a summary-first view.",,phase-4-the-booking-engine.md#L197; phase-4-the-booking-engine.md#L200; phase-4-the-booking-engine.md#L842; patient-portal-experience-architecture-blueprint.md#L412; patient-account-and-communications-blueprint.md#L41,Projection objects summarize authoritative truth and must never be mistaken for owning aggregates.
OBJ_PATIENTAPPOINTMENTLISTPROJECTION,PatientAppointmentListProjection,object,OBJ_PATIENTAPPOINTMENTLISTPROJECTION,canonical_object,booking,projection,"`PatientAppointmentListProjection` is the list-shell truth for `/appointments`. Upcoming rows, waitlist offer cards, waitlist-deadline or fallback cards, and manage-entry actions must derive from it rather than stitching list chrome from separate appointment, waitlist, and capability calls.",,phase-4-the-booking-engine.md#L182; phase-4-the-booking-engine.md#L185; phase-4-the-booking-engine.md#L204; patient-portal-experience-architecture-blueprint.md#L409; patient-account-and-communications-blueprint.md#L38,Projection objects summarize authoritative truth and must never be mistaken for owning aggregates.
OBJ_PATIENTAPPOINTMENTMANAGEPROJECTION,PatientAppointmentManageProjection,object,OBJ_PATIENTAPPOINTMENTMANAGEPROJECTION,canonical_object,booking,projection,"`PatientAppointmentManageProjection` is the manage-shell truth for `/appointments/:appointmentId/manage` and its cancel or reschedule child states. It keeps the booked summary, active blocker, and last authoritative manage settlement attached to the same appointment anchor while quiet-success suppression remains in force.",,phase-4-the-booking-engine.md#L192; phase-4-the-booking-engine.md#L195; phase-4-the-booking-engine.md#L204; phase-4-the-booking-engine.md#L214; patient-portal-experience-architecture-blueprint.md#L411; patient-account-and-communications-blueprint.md#L40,Projection objects summarize authoritative truth and must never be mistaken for owning aggregates.
OBJ_PATIENTAPPOINTMENTWORKSPACEPROJECTION,PatientAppointmentWorkspaceProjection,object,OBJ_PATIENTAPPOINTMENTWORKSPACEPROJECTION,canonical_object,booking,projection,"`PatientAppointmentWorkspaceProjection` is the only patient-facing read model for slot search, selection, revalidation, and confirm posture. The chosen slot, its current reservation truth, current waitlist-continuation truth when relevant, fallback guidance, and next safe action must remain visible in the same shell through pending confirmation and recovery.",,phase-4-the-booking-engine.md#L187; phase-0-the-foundation-protocol.md#L6099; phase-4-the-booking-engine.md#L190; phase-4-the-booking-engine.md#L204; patient-portal-experience-architecture-blueprint.md#L410; patient-portal-experience-architecture-blueprint.md#L442; patient-account-and-communications-blueprint.md#L39,Projection objects summarize authoritative truth and must never be mistaken for owning aggregates.
OBJ_PATIENTARTIFACTFRAME,PatientArtifactFrame,object,OBJ_PATIENTARTIFACTFRAME,canonical_object,frontend_runtime,other,Rules:,,patient-portal-experience-architecture-blueprint.md#L379; patient-portal-experience-architecture-blueprint.md#L389; patient-portal-experience-architecture-blueprint.md#L467; patient-portal-experience-architecture-blueprint.md#L490,
